Application ID,Submission ID,Applicant Role,"Association, Cooperative, or Owner",Address Number,Street Direction,Street Name,Street Type,Number of Units,PIN,Vote Date,Recorded Date,Signed Date,Latitude,Longitude,Location
1606,PB2017A01606,Agent,15th Place Condominium Assoc,833,W,15th,PL,196,17-20-234-007-1196,,08/10/2017,08/10/2017,41.8608946269,-87.6478827418,"(41.860894626886434, -87.64788274177263)"
2509,PB2019A02509,President,Fullerton Colonnade Association,453-457,W,Fullerton,PKWY,14,14-33-105-036-1001 thru 14-33-105-036-1014,12/03/2018,04/02/2019,04/02/2019,41.9254632283,-87.6412506468,"(41.925463228311116, -87.6412506468182)"
1467,PB2017A01467,PROPERTY MANAGER,,3709-3711,N,FREMONT,ST,7,14-20-223-012-0000,,07/20/2017,07/20/2017,41.9493883199,-87.6518240986,"(41.949388319880725, -87.65182409858349)"
700,PB2016A00700,Registered Agent,Millennium Park Plaza I LLC,151-155,N,Michigan,AVE,555,17-10-307-001-0000 thru 17-10-307-010-0000,10/05/2016,,10/06/2016,41.8845401106,-87.6243085225,"(41.88454011059238, -87.62430852246028)"
2566,PB2019A02566,Manager,,2856,N,Talman,AVE,8,13-25-225-009-0000,,08/12/2019,08/12/2019,41.9337720032,-87.694149316,"(41.9337720032186, -87.69414931600265)"
227,PB2016A00227,Authorized Agent,Sterling Private Residences,345,N,La Salle,DR,389,17-09-406-054-1001-1389,,,08/01/2016,41.8886713589,-87.6323632479,"(41.88867135885974, -87.63236324791603)"
2182,PB2018A02182,Owner,,1301-1311,W,Roscoe,ST,17,14-20-318-029-0000,,03/22/2018,03/22/2018,41.94334541,-87.6616119614,"(41.943345409982484, -87.66161196144893)"
2071,PB2017A02071,"Lakeview Associates, Inc (property manager)",,530,W,Diversey,PKWY,81,14-28-123-008-0000,,11/21/2017,11/21/2017,41.9329535112,-87.6427295293,"(41.93295351124636, -87.6427295292776)"
1848,PB2017A01848,Owner,,2638,N,Lincoln,AVE,2,14-29-410-011-0000,,09/01/2017,09/01/2017,41.92975946,-87.6550107682,"(41.929759460029416, -87.65501076819851)"
347,PB2016A00347,Property Manager,Randolph Place Residences Condominium Assoc,165,N,Canal,ST,340,17--09-325-009-1001-1732,,08/09/2016,08/18/2016,41.8850844376,-87.6396671641,"(41.885084437587125, -87.63966716407688)"
424,PB2016A00424,Registered Agent,Woodlands of Bronzeville Condominium Assoc,605-637,E,Woodland PARK,,240,17-34-219-150-0000,,,08/15/2016,41.8320466388,-87.6107150742,"(41.832046638833155, -87.6107150742344)"
338,PB2016A00338,Property Manager,3016 N. Harlem Condominium Assoc,3016,N,Harlem,AVE,8,12-25-215-058-1001-1008,,,08/03/2016,41.9349655271,-87.8067877344,"(41.934965527088764, -87.80678773440194)"
703,PB2016A00703,Registered Agent,Orleans I LLC,2046,N,Orleans,ST,70,14-33-207-026-0000,10/05/2016,,10/06/2016,41.9197273084,-87.6378934804,"(41.91972730835904, -87.637893480361)"
1972,PB2017A01972,Registered Agent,,444,W,ST JAMES,PL,176,1428319025,,09/20/2017,09/20/2017,41.9282234781,-87.6409173282,"(41.92822347814444, -87.64091732815324)"
400,PB2016A00400,Authorized Agent,3180 Condominium Assoc,3180,N,Lake Shore,DR,175,14-28-200-003-1001-1175,,08/18/2016,08/18/2016,41.9397761867,-87.6386543195,"(41.93977618674258, -87.63865431945976)"
2708,PB2019A02708,Manager,,2649,N,Wayne,AVE,5,14-29-308-033-0000,,10/02/2019,10/02/2019,41.9303128691,-87.6621312583,"(41.93031286908254, -87.66213125828982)"
1290,PB2017A01290,authorized agent,The Union Square Condos,333,W,Hubbard,ST,213,17-09-257-023-0000,,03/27/2017,03/27/2017,41.8898345117,-87.6369686148,"(41.88983451171652, -87.6369686148459)"
1757,PB2017A01757,authorized agent,Hawthorne Court Townhome Condo Assoc,3344-3356,N,Clifton,AVE,80,14-20-414-019-0000,,08/16/2017,08/16/2017,41.9430217768,-87.6579875522,"(41.943021776828616, -87.65798755216028)"
945,PB2017A00945,President,Glen Rose Condo Assoc,1349-1355,W,Rosemont,AVE,12,14-05-112-036-1001-1012,,,12/28/2016,41.9962236143,-87.6648973925,"(41.9962236143185, -87.66489739248463)"
2541,PB2019A02541,Manager,,1947,W,Patterson,AVE,10,14-19-227-001-0000,,07/01/2019,07/01/2019,41.947682302,-87.6780035663,"(41.94768230200013, -87.67800356629844)"
1313,PB2017A01313,Vice President,,441,W,Oakdale,AVE,70,14-28-118-005-0000,,04/05/2017,04/05/2017,41.9354652804,-87.6410218545,"(41.9354652803705, -87.64102185448043)"
963,PB2017A00963,Managing Agent,399 Corporation,399,W,Fullerton,PKWY,32,14-33-106-004-0000,11/30/2016,,12/01/2016,41.9255037067,-87.639060351,"(41.92550370670804, -87.63906035097119)"
1549,PB2017A01549,authorized agent,North Town Village Condo Assoc,708,W,Eastman,ST,145,17-04-113-100-1052,,08/10/2017,08/10/2017,41.9068743135,-87.6465285053,"(41.906874313525435, -87.64652850528253)"
122,PB2016A00122,Authorized Agent,Fairbanks at Cityfront Plaza Condominium Assoc,240,E,Illinois,ST,239,17-10-212-040-1001-1239,,09/12/2007,08/01/2016,41.8910996167,-87.6209676381,"(41.89109961666442, -87.62096763810514)"
837,PB2017A00837,Owner,Northtown Village Phase II,720,W,Scott,ST,,17-04-113-100-1095,,,08/29/2016,41.9050974459,-87.6470164887,"(41.905097445894015, -87.64701648868699)"
1839,PB2017A01839,Owner,,2108,N,Winchester,AVE,9,14-31-208-043-0000,,09/01/2017,09/01/2017,41.9198580498,-87.6766216604,"(41.919858049828576, -87.67662166038328)"
103,PB2016A00103,Authorized Agent,7018 N Ashland Condominium Assoc,7018,N,Ashland,BLVD,8,11-31-213-041-1009-1016,,,07/29/2016,42.00965849,-87.6702428575,"(42.009658490014644, -87.67024285753362)"
892,PB2017A00892,Authorized Agent,West Haven Park Homes CA,2257,W,Lake,ST,,17-07-321-048-1052-1060,,,08/08/2016,41.8846084399,-87.6839000898,"(41.884608439864856, -87.68390008982898)"
2570,PB2019A02570,President,"2000-2002 North Howe Homeowners Association, a Condominium",2000-2002,N,Howe,ST,6,14-33-127-015-1001; 14-33-127-015-1002; 14-33-127-015-1003; 14-33-127-015-1004; 14-33-127-015-1005; 14-33-127-015-1006,,09/03/2019,09/03/2019,41.9183214516,-87.6450394623,"(41.91832145162247, -87.6450394623049)"
3034,PB2019A03034,Attorney,Avenue B Townhome Homeowners Association,1711-1739,W,Belmont,AVE,26,14-30-203-040-0000 to 14-30-203-066-0000,,12/16/2019,12/16/2019,41.9395477331,-87.671572985,"(41.93954773308556, -87.67157298504782)"
1723,PB2017A01723,registered agent,Deming I LLC,482-484,W,Deming,PL,6,14-28-318-011-0000,10/07/0016,08/11/2017,08/11/2017,41.9289449541,-87.641891752,"(41.92894495409439, -87.64189175197968)"
1323,PB2017A01323,Secretary,3927 North Greenview Condominium Association,3927,N,Greenview,AVE,8,"14-20-101-048-1001, 14-20-101-048-1002, 14-20-101-048-1003, 14-20-101-048-1004, 14-20-101-048-1005, 14-20-101-048-1006, 14-20-101-048-1007, 14-20-101-048-1008, 14-20-101-048-1009, 14-20-101-048-1010, 14-20-101-048-1011, 14-20-101-048-1012, 14-20-101-048-1013",04/09/2017,04/18/2017,04/18/2017,41.9533164767,-87.6673279758,"(41.9533164766586, -87.6673279758063)"
751,PB2016A00751,President,2020 N Cleveland Ave Condo Assoc,2020,N,Cleveland,AVE,5,14-33-130-061-1001-1005,,,10/18/2016,41.9189400863,-87.6414148557,"(41.918940086281175, -87.64141485574343)"
1312,PB2017A01312,property manager,Edge Lofts & Tower,210,S,Desplaines,ST,224,"17-16-109-027-0000, 17-16-109-027-0000, 17-16-109-027-0000",07/29/0016,04/05/2017,04/05/2017,41.8789061062,-87.6441768777,"(41.87890610615117, -87.64417687768443)"
3198,PB2021A03198,Owner,,1901-1909,W,Wilson,AVE,40,14-18-213-008-0000,,11/03/2021,11/03/2021,41.9650292543,-87.6761800119,"(41.96502925425511, -87.67618001193337)"
219,PB2016A00219,Authorized Agent,Tower Residences Condominium Assoc,1235,S,Prairie,AVE,286,17-22-110-125-1001-1680,,05/15/2006,08/01/2016,41.8660952507,-87.6215020537,"(41.866095250729686, -87.6215020537047)"
939,PB2017A00939,Registered Agent,Lakewood CT H.O.A.,1301-1319,W,Belmont,AVE,16,14-29-102-055-0000 thru 14-29-102-069-0000,,,12/12/2016,41.9396891804,-87.6613711416,"(41.9396891804341, -87.66137114159271)"
1792,PB2017A01792,Owner,,3643,W,Grace,ST,8,13-23-122-017-0000,,08/23/2017,08/23/2017,41.9500155131,-87.7194640086,"(41.95001551312528, -87.71946400863513)"
1947,PB2017A01947,Registered Agent,,440,W,Barry,AVE,65,1428105037,,09/18/2017,09/18/2017,41.937821984,-87.6409938845,"(41.937821984040795, -87.6409938844915)"
1722,PB2017A01722,authorized agent,450 W. Briar Place,450,W,Briar,PL,142,14-28-103-065-1001-1267,,08/11/2017,08/11/2017,41.9388417933,-87.6414712548,"(41.93884179330718, -87.64147125479624)"
3381,PB2024A03381,Property Manager,Troy Courtyard Condominium Association,3037-3039,N,TROY,ST,13,13-25-113-049-1001,,09/25/2024,09/25/2024,41.9368044332,-87.7061832616,"(41.93680443322764, -87.70618326164545)"
2987,PB2019A02987,manager,,4261,W,nelson,ST,61,13-27-209-040-0000,,10/30/2019,10/30/2019,41.9361550525,-87.7356926143,"(41.93615505252903, -87.73569261427876)"
1307,PB2017A01307,Registered Agent,,4650-4656,N,Beacon,ST,22,14-17-108-010-0000,,03/29/2017,03/29/2017,41.9667999269,-87.6642141548,"(41.966799926947765, -87.66421415483246)"
822,PB2017A00822,Owner,Northtown Village Phase II,710,W,Eastman,ST,,17-04-113-100-1053,,,08/29/2016,41.9068729951,-87.6465992539,"(41.906872995136645, -87.6465992539031)"
2976,PB2019A02976,manager,,1801,W,erie,ST,5,17-07-213-022-0000,,10/30/2019,10/30/2019,41.8931501004,-87.6722079001,"(41.893150100433274, -87.67220790009935)"
1873,PB2017A01873,authorized agent,,1351,S,Clark,ST,1,17-21-211-185-0000,,09/11/2017,09/11/2017,41.8643525226,-87.6301751024,"(41.864352522592014, -87.63017510241866)"
345,PB2016A00345,Property Manager,437 West North Avenue Condominium Assoc,437,W,North,AVE,25,17-04-110-063-1001-1017          17-04-110-063-1019-1051,,,08/03/2016,41.9109837536,-87.6400315717,"(41.91098375361772, -87.6400315716768)"
566,PB2016A00566,Authorized Agent,Ambassador House Condominium Assoc,1325,N,State,PKWY,114,17-03-106-027-1001-1112,,09/19/2016,09/22/2016,41.9065982875,-87.6286258569,"(41.90659828753541, -87.62862585686169)"
1615,PB2017A01615,Agent,Buena Vista Condos,1015,W,buena,AVE,40,14-17-404-061-1001,,08/10/2017,08/10/2017,41.9583115615,-87.6552839359,"(41.95831156152134, -87.65528393588461)"
247,PB2016A00247,Property Manager,899 S. Plymouth Court Condominium Assoc,899,S,Plymouth,CT,250,17-16-419-004-1001,,12/31/1980,08/16/2016,41.8705729929,-87.6284479099,"(41.87057299287796, -87.62844790993732)"
1086,PB2017A01086,Board President,6300 Sheridan Building Condo Assoc,6300,N,Sheridan,RD,125,14052020191001-1125,,02/06/2017,02/06/2017,41.9965100574,-87.655730774,"(41.9965100573778, -87.65573077395769)"
2839,PB2019A02839,Manager,,7108,S,Constance,AVE,30,20-25-105-002-0000,,10/02/2019,10/02/2019,41.7657593701,-87.5807374368,"(41.76575937009664, -87.58073743682849)"
1289,PB2017A01289,authorized agent,3470 North Lake Shore Drive,3470,N,Lake Shore,DR,62,"14-21-306-038-1001-1060, 1063",,03/27/2017,03/27/2017,41.9457457058,-87.6419545522,"(41.94574570576034, -87.64195455215297)"
256,PB2016A00256,Authorized Agent,1122 N Dearborn Condominium Assoc,1122,N,Dearborn,ST,104,17-04-413-021-1001-1248,,09/28/2015,08/17/2016,41.9025983296,-87.6300929622,"(41.90259832960033, -87.63009296219045)"
160,PB2016A00160,President,University Village Lofts,1524-1525,S,Sangamon,ST,186,17-20-232-050-1001-1186,,07/01/2003,07/18/2016,41.8610019411,-87.6499613624,"(41.86100194107141, -87.64996136241881)"
2500,PB2019A02500,Lavinia Shimkus,,2525,W,Arthur,AVE,7,10-36-429-001-0000,,03/28/2019,03/28/2019,41.9993731908,-87.6934438981,"(41.99937319079902, -87.69344389805123)"
66,PB2016A00066,Authorized Agent,Zen Condo Assoc,225,S,Sangamon,ST,82,17-17-220-028-1001-1171,,06/29/2007,07/22/2016,41.8783763969,-87.650608917,"(41.87837639690936, -87.65060891699603)"
1049,PB2017A01049,President,Manhattan Building Condo Assoc,431,S,Dearborn,ST,105,17-16-246-018-1001-1105,,02/02/2017,02/02/2017,41.8761436439,-87.6291014646,"(41.87614364393888, -87.62910146456153)"
3094,PB2020A03094,Registered Agent,Venetian Condominium Association of Chicago,5953,N,Kenmore,AVE,20,"14-05-214-037-1001,14-05-214-037-1002,14-05-214-037-1003,14-05-214-037-1004,14-05-214-037-1005,14-05-214-037-1006,14-05-214-037-1007,14-05-214-037-1008,14-05-214-037-1009,14-05-214-037-1010,14-05-214-037-1011,14-05-214-037-1012, 14-05-214-037-1013, 14-05-214-037-1014, 14-05-214-037-1015, 14-05-214-037-1016, 14-05-214-037-1017, 14-05-214-037-1018, 14-05-214-037-1019, 14-05-214-037-1020",,08/14/2020,08/14/2020,41.9906035827,-87.6566829761,"(41.99060358265294, -87.65668297613544)"
41,PB2016A00041,Authorized Agent,Elm at Clark Condominium Assoc,1122,N,Clark,ST,303,17-04-412-028-1001,,07/25/2016,07/25/2016,41.9025787936,-87.6315563784,"(41.90257879364103, -87.63155637844827)"
1036,PB2017A01036,authorized agent,1000 W. Adams Condo Assoc,1000,W,Adams,ST,150,17-17-211-027-1001-1150,,02/01/2017,02/01/2017,41.8792466365,-87.6520856125,"(41.87924663645916, -87.65208561253912)"
1477,PB2017A01477,Property Manager,,3434,N,Halsted,ST,13,14-20-410--051-0000,,07/24/2017,07/24/2017,41.9446370254,-87.6495546513,"(41.94463702535818, -87.6495546513258)"
302,PB2016A00302,Property Manager,West Byron Condominium Assoc,3314-3320,W,Byron,ST,13,13-23-205-048-1001-1012,,,08/03/2016,41.9521724641,-87.7110237295,"(41.95217246405647, -87.71102372948302)"
1278,PB2017A01278,Registered Agent,,5333-5337,N,Clark,ST,14,14-08-116-006-0000,,03/27/2017,03/27/2017,41.9789760379,-87.6681627292,"(41.97897603791182, -87.6681627291557)"
607,PB2016A00607,Authorized Agent,Chelsea Townhomes,1117 #12,W,Monroe,ST,1,17-17-210-085-0000,,,09/22/2016,41.8802470942,-87.6553839969,"(41.880247094162456, -87.6553839968631)"
2025,PB2017A02025,"Lakeview Associates, Inc. (property manager)",,2540-2542,N,Racine,AVE,18,14-29-315-052-0000,,10/23/2017,10/23/2017,41.9283325739,-87.6587014532,"(41.92833257387978, -87.65870145322471)"
3214,PB2022A03214,property manager,,4012,W,Armitage,AVE,5,13-34-232-035-0000,,01/13/2022,01/13/2022,41.9172682509,-87.7271723345,"(41.917268250889514, -87.72717233452015)"
2246,PB2018A02246,Property Manager,,5117,N,Western,AVE,5,14-07-303-002-0000,,04/03/2018,04/03/2018,41.9746784827,-87.6889612062,"(41.97467848265179, -87.68896120624524)"
594,PB2016A00594,Authorized Agent,Chelsea Townhomes,1113,W,Monroe,ST,1,17-17-210-098-0000,,,09/22/2016,41.8802494539,-87.6552325077,"(41.880249453949865, -87.65523250765602)"
2208,PB2018A02208,Property Manager,,1404,N,Noble,ST,7,17-05-110-061-1001,,04/03/2018,04/03/2018,41.9072005824,-87.6628761339,"(41.90720058238122, -87.6628761338915)"
2983,PB2019A02983,manager,,3213-3223,W,diversey,AVE,34,13-26-407-002-0000,,10/30/2019,10/30/2019,41.9319196489,-87.7079905207,"(41.93191964888773, -87.70799052068719)"
1675,PB2017A01675,Property Manager,Wolcott Flats Condominium Assn,1901-1903,W,Newport,AVE,18,14-19-410-045-1018,,08/11/2017,08/11/2017,41.9440439604,-87.6761761844,"(41.94404396037433, -87.67617618442846)"
1793,PB2017A01793,Owner,,3645,W,Grace,ST,8,13-23-122-017-0000,,08/23/2017,08/23/2017,41.9500143202,-87.7195428534,"(41.95001432016562, -87.7195428534044)"
747,PB2016A00747,Owner,Teo Tongue LLC 5425 N Clark,5425,N,Clark,ST,10,14-08-109-001-0000,,,10/11/2016,41.9805131134,-87.6681841441,"(41.980513113428316, -87.66818414413196)"
139,PB2016A00139,Agent,1448 N Lake Shore Drive Building Corporation,1448,N,Lake Shore,DR,52,17-03-103-021-0000,,,08/02/2016,41.9092048287,-87.6262393201,"(41.909204828678796, -87.62623932012059)"
2178,PB2018A02178,Board President,4343 Clarendon Condominium Association,4343,N,Clarendon,AVE,450,14-16-300-032-1001-1451,03/20/2018,03/21/2018,03/21/2018,41.9616671369,-87.6497605695,"(41.96166713685557, -87.64976056950601)"
2307,PB2018A02307,Premier Management Services,SoNo West Condominium Association,860,W,Blackhawk,ST,198,1705214010,,04/24/2018,04/24/2018,41.9086459999,-87.6506421925,"(41.90864599993553, -87.65064219250912)"
1992,PB2017A01992,Property Manager,Fairbanks Lofts Condominium Association,900,S,Wabash,AVE,36,17-15-306-035-1000,09/26/2017,09/27/2017,09/27/2017,41.8705199662,-87.6260535165,"(41.87051996619818, -87.62605351647005)"
1193,PB2017A01193,Vice President,,537,W,Melrose,ST,77,14-21-314-045-0000,,03/03/2017,03/03/2017,41.9410420079,-87.6434054095,"(41.941042007937604, -87.6434054094853)"
1538,PB2017A01538,authorized agent,North Town Village Condo Assoc,707,W,Blackhawk,ST,145,17-04-113-100-1040,,08/10/2017,08/10/2017,41.9071446797,-87.6464578323,"(41.90714467970197, -87.64645783233401)"
3346,PB2023A03346,Registered Agent,Dayton Diversey Condominium Association,823,W,Diversey,PKWY,3,14294070901001,11/21/2023,11/22/2023,11/22/2023,41.9325891395,-87.6499887903,"(41.93258913951529, -87.64998879025694)"
2728,PB2019A02728,Manager,,3418-3420,N,Lincoln,AVE,18,"14-19-414-035-0000, 14-19-414-051-0000, 14-19-414-052-0000, 14-19-414-034-0000",,10/02/2019,10/02/2019,41.9437895637,-87.6716962355,"(41.9437895636949, -87.67169623550538)"
1457,PB2017A01457,PROPERTY MANAGER,,1433,N,WELLS,ST,7,17-04-205-049-0000,,07/20/2017,07/20/2017,41.9086382031,-87.6344852397,"(41.90863820308877, -87.63448523967695)"
1085,PB2017A01085,Registered Agent,,6949-6951,S,Oglesby,AVE,60,20-24-420-009-0000,,02/03/2017,02/03/2017,41.7684375625,-87.5680594846,"(41.76843756250126, -87.56805948456545)"
870,PB2017A00870,Owner,Lawndale Apartments,3219-3229,W,Douglas,BLVD,,"16-23-221-037-0000, 16-23-221-041-0000",,,08/29/2016,41.8623907444,-87.7064381484,"(41.86239074435278, -87.7064381484087)"
303,PB2016A00303,Property Manager,Wellington Manor Condominium Assoc,429,W,Wellington,AVE,12,14-28-113-036-1001-1012         14-28-113-034-0000,,,08/03/2016,41.9364644271,-87.6406054811,"(41.936464427123646, -87.6406054810591)"
395,PB2016A00395,Registered Agent,Kimbark Condominium Assoc,6101-6107,S,Kimbark,AVE,21,20-14-408-036-1001,,,08/15/2016,41.7840937906,-87.5945831817,"(41.784093790626464, -87.59458318172963)"
1802,PB2017A01802,AUTHORIZED AGENT,PRAIRIE TOWNHOMES of DEARBORN PARK,1341-1357,S,CLARK,ST,78,17212111800000,,08/24/2017,08/24/2017,41.8645939053,-87.6301816494,"(41.86459390526857, -87.63018164943286)"
1370,PB2017A01370,president,640 West Schubert Street Condominium Association,640-642,W,Schubert,AVE,6,14-28-301-024-1001 to 1006,10/19/2016,06/08/2017,06/08/2017,41.9317154703,-87.6461486619,"(41.9317154702759, -87.64614866194653)"
584,PB2016A00584,Authorized Agent,Kenmore Barry Condo Assoc,3103,N,Kenmore,AVE,19,"14-29-203-038-1013-1001-1019, 14-29-210-041-0000 & 14-29-210-042-1001-1003",,09/20/2016,09/29/2016,41.9382211961,-87.655117879,"(41.938221196125184, -87.65511787897903)"
449,PB2016A00449,Authorized Agent,Kinzie Station Condominium Assoc,324-330,N,Jefferson,ST,186,17-09-302-011-1002-1343,,,09/01/2016,41.8875789609,-87.6429729425,"(41.88757896092482, -87.64297294253355)"
254,PB2016A00254,Registered Agent,1600 Museum Park Condominium Assoc,1629,S,Prairie,AVE,274,17-22-304-092-1001-1365,,11/30/2015,08/16/2016,41.8596484202,-87.6206605387,"(41.85964842024526, -87.62066053872472)"
2503,PB2019A02503,Lavinia Shimkus,,3919-3921,N,Linder,AVE,6,13-21-105-001-0000,,03/28/2019,03/28/2019,41.9519974482,-87.7643511217,"(41.95199744822303, -87.76435112174579)"
1288,PB2017A01288,authorized agent,Sangamon Lofts Condo Assoc,913-921,W,Van Buren,ST,81,"17-17-236-013-1001-1007, 1009-1038, 1040-1063, 1065-1070, 1075, 1077-1092",,03/27/2017,03/27/2017,41.8765183366,-87.6501172361,"(41.87651833657723, -87.65011723613162)"
1694,PB2017A01694,authorized agent,33 W. Huron Condo Assoc,33,W,Huron,ST,67,17-09-220-027-0000,,08/11/2017,08/11/2017,41.8947467332,-87.6295597136,"(41.89474673320127, -87.62955971355514)"
688,PB2016A00688,Registered Agent,4100 Marine LLC,4100,N,Marine,DR,190,14-16-304-037-0000,10/05/2016,,10/06/2016,41.9558065803,-87.6457167797,"(41.955806580346994, -87.64571677969191)"
2643,PB2019A02643,Manager,,2411,N,ST LOUIS,AVE,2,13-26-425-015-0000,,10/01/2019,10/01/2019,41.9250069802,-87.7144137931,"(41.92500698022542, -87.71441379313758)"
78,PB2016A00078,President,5000 East End Condominium Assoc,5000,S,East End,AVE,98,20-12-102-008-1001-1098,,12/15/2010,08/01/2016,41.8043197933,-87.5855970603,"(41.80431979330058, -87.58559706030724)"
551,PB2016A00551,Authorized Agent,"RTS Properties LLC, 3817-23 W Schubert Series",3817-3823,W,Schubert,AVE,6,13-26-310-001-0000,,,08/31/2016,41.9299418614,-87.7227276642,"(41.92994186143641, -87.72272766415665)"
1060,PB2017A01060,Registered Agent,,5240,N,Sheridan,RD,220,14-08-212-015-0000-14-08-212-016-0000,,02/02/2017,02/02/2017,41.9776187914,-87.6551689279,"(41.977618791372876, -87.65516892794291)"
118,PB2016A00118,Owner,,1922,N,Cleveland,AVE,3,14-33-305-038-0000,,,08/01/2016,41.9171822002,-87.6413594849,"(41.917182200195676, -87.64135948489452)"
